#{"t_start": 1780237883.336712, "env_id": "Hopper-v4"}
r,l,t
1038.071811,1000,912.92299
1035.260207,1000,915.505692
1033.790475,1000,917.852487
1034.677345,1000,925.107429
1035.358173,1000,927.716486
1035.11483,1000,930.508757
1035.78892,1000,933.12985
1037.525707,1000,935.912525
1036.373404,1000,939.530718
1036.155773,1000,941.934869
1034.225328,1000,944.387232
1036.711811,1000,946.986938
1039.708911,1000,949.969774
857.815131,680,951.781484
855.809955,703,953.966893
513.381865,363,954.647125
562.659158,417,955.809664
470.522394,334,956.829056
608.41819,467,958.037869
445.504244,302,958.5416
658.468381,514,959.841819
1041.174194,1000,962.511213
1037.73442,1000,965.110575
1038.534889,1000,967.352391
1038.047968,1000,970.295907
1038.418225,1000,972.700674
1039.681293,1000,975.07658
1046.25648,1000,977.346309
843.969865,686,978.786264
587.156021,419,979.82333
1038.534746,1000,982.194361
1050.324188,1000,984.614047
1040.830339,1000,987.001592
1038.440123,1000,993.979033
1039.840875,1000,996.241478
1038.006964,1000,998.973495
1038.924274,1000,1001.101227
1037.325844,1000,1004.012829
1039.220888,1000,1006.392422
1037.459598,1000,1008.748516
1037.201385,1000,1011.07213
1038.471052,1000,1013.461578
1038.161675,1000,1015.831814
1039.053829,1000,1017.859827
1038.188825,1000,1020.265908
1035.808697,1000,1022.952161
1037.566337,1000,1025.621333
1035.887648,1000,1027.957874
1036.253098,1000,1030.192074
1037.213768,1000,1032.44468
1037.716967,1000,1034.671827
1037.38955,1000,1037.494574
1037.44944,1000,1039.697503
1035.834153,1000,1041.894422
1038.092247,1000,1044.094788
1038.759595,1000,1046.224693
1037.505598,1000,1048.374305
1036.365921,1000,1050.534
1038.320049,1000,1057.087463
1038.032933,1000,1059.748136
1035.915584,1000,1062.006798
1036.479675,1000,1064.227458
1036.545792,1000,1066.4445
1037.243577,1000,1069.431977
1039.072442,1000,1071.663133
1037.31201,1000,1073.560575
1038.87982,1000,1075.857276
1038.867165,1000,1078.223789
1038.163504,1000,1080.661761
1037.854632,1000,1083.142193
1037.730636,1000,1085.56031
1038.094231,1000,1087.987031
1038.992547,1000,1090.219218
1038.208008,1000,1092.408034
1039.122951,1000,1094.596475
1038.690493,1000,1096.88423
1038.942503,1000,1099.172724
1036.54697,1000,1102.209368
1036.595939,1000,1104.668576
1036.109003,1000,1107.137079
1035.51028,1000,1109.593882
1037.314703,1000,1112.152015
1035.882024,1000,1114.554714
1037.127357,1000,1121.647633
1034.912768,1000,1123.752441
1035.680827,1000,1125.922264
1036.246996,1000,1127.802098
1034.074628,1000,1130.261564
1034.77054,1000,1132.718952
1036.782726,1000,1135.892636
1035.666942,1000,1138.382565
1034.655985,1000,1140.879048
1037.764496,1000,1143.293566
1039.407826,1000,1145.675806
1036.294219,1000,1147.981647
1035.911366,1000,1150.412745
1037.359467,1000,1153.063627
1039.667444,1000,1155.527297
1038.68812,1000,1157.962574
1038.374705,1000,1160.371582
1038.761568,1000,1163.061501
1039.699788,1000,1165.446985
1043.653629,1000,1168.692496
441.494122,267,1169.143714
433.641791,260,1169.965138
389.755279,218,1170.343841
1043.315489,1000,1172.971168
405.423598,243,1173.827777
451.053775,287,1174.34582
363.925591,198,1175.032008
1041.276119,1000,1177.605829
408.677417,251,1177.969066
1039.350266,1000,1180.704564
1037.632591,1000,1185.410585
1040.507497,1000,1187.785248
1040.243775,1000,1190.216316
1042.61137,1000,1192.554119
1046.553643,1000,1194.902316
1045.041791,1000,1197.289422
1048.333734,1000,1200.525182
361.716414,222,1200.876776
1049.006644,1000,1203.246551
1046.102297,1000,1205.602997
440.800416,304,1206.545607
1046.287665,1000,1209.14344
486.242627,326,1209.69009
1046.844812,1000,1212.218803
1038.396136,1000,1214.731059
1038.446448,1000,1217.225271
1045.22749,1000,1219.67952
382.028069,212,1220.019309
437.14352,272,1220.867101
516.149755,347,1221.770221
1045.180983,1000,1224.056803
947.250343,893,1225.792971
1060.148534,1000,1228.251884
350.996812,178,1229.018507
1045.548526,1000,1231.555672
335.434847,162,1231.801022
420.485516,248,1232.169155
340.270065,169,1233.622131
103.525196,64,1233.730172
104.061021,62,1233.837639
85.29045,52,1233.91421
1046.310096,1000,1236.171211
350.970044,180,1236.458396
871.639759,701,1238.538175
1045.972814,1000,1240.724686
1041.738854,1000,1242.795269
401.155831,230,1243.123688
427.959647,256,1243.838837
448.894639,278,1244.224534
397.368453,226,1244.927562
1056.574594,1000,1247.708839
667.244161,498,1248.846661
350.580003,181,1249.44184
333.088543,163,1249.685663
401.001749,230,1250.39466
1049.222881,1000,1252.5917
442.515447,270,1253.014125
1044.986161,1000,1255.213845
1041.690583,1000,1257.445938
386.937416,216,1257.780578
1046.046052,1000,1260.003826
401.772784,229,1260.699257
1040.753914,1000,1262.907604
1041.797717,1000,1265.398123
463.292516,293,1266.637868
815.324529,647,1268.674918
1039.975929,1000,1271.041815
1038.203652,1000,1273.842489
421.982865,253,1274.725455
662.682512,494,1276.183467
423.642002,256,1276.69914
407.737951,238,1277.656484
631.63107,461,1279.044286
1037.693452,1000,1282.084877
1036.819422,1000,1284.67377
1038.104511,1000,1287.027453
1035.447187,1000,1289.675888
1040.747527,1000,1292.246434
1036.986125,1000,1294.218088
1035.311822,1000,1296.852434
1035.290482,1000,1300.231846
452.147616,280,1301.083622
1034.649165,1000,1303.521988
1034.16823,1000,1306.237552
1034.379972,1000,1308.863276
1034.047049,1000,1317.019304
1034.372728,1000,1320.014821
1033.425472,1000,1322.723701
1037.178274,1000,1325.335523
1035.112419,1000,1327.652074
1032.451881,1000,1330.152281
1034.072785,1000,1332.833099
1033.861588,1000,1335.19754
394.775117,219,1335.979934
1034.40456,1000,1338.375378
1032.111209,1000,1340.830677
1032.281518,1000,1343.363608
1033.905739,1000,1345.656788
1031.102295,1000,1347.923708
1030.680337,1000,1350.391597
1030.93746,1000,1352.711833
1031.204871,1000,1354.614775
1030.338943,1000,1356.764982
1029.835587,1000,1359.253155
1029.423603,1000,1361.431039
1030.000996,1000,1363.791249
1029.631344,1000,1367.047393
